acteur1_facebook_likes,pays,num_critique,realisateur_facebook_likes,acteur3_facebook_likes,duree,acteur2,acteur2_facebook_likes,gross,realisateur,color,acteur3,titre,annee,genres,acteur1,budget,mots_cles,film_facebook_likes,lien,num_user_for_reviews,langue
756,USA,384,38,562,102,Daniel Henney,719,222487711,Don Hall,Color,Abraham Benrubi,Big Hero 6 ,2014,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,Damon Wayans Jr.,165000000,high tech|martial arts|masked man|robot|superhero,41000,http://www.imdb.com/title/tt2245084/?ref_=fn_tt_tt_1,433,English
975,USA,377,66,833,101,Sarah Silverman,931,189412677,Rich Moore,Color,Joe Lo Truglio,Wreck-It Ralph ,2012,Adventure|Animation|Comedy|Family|Sci-Fi,Jack McBrayer,165000000,arcade|candy|glitch|king|medal,40000,http://www.imdb.com/title/tt1772341/?ref_=fn_tt_tt_1,345,English
15000,USA,188,0,267,100,Eddie Deezen,726,665426,Robert Zemeckis,Color,Peter Scolari,The Polar Express ,2004,Adventure|Animation|Family|Fantasy,Tom Hanks,165000000,boy|christmas|christmas eve|north pole|train,10000,http://www.imdb.com/title/tt0338348/?ref_=fn_tt_tt_1,444,English
890,USA,286,776,535,120,Sela Ward,812,102315545,Roland Emmerich,Color,Judd Hirsch,Independence Day: Resurgence ,2016,Action|Adventure|Sci-Fi,Vivica A. Fox,165000000,alien|battle|defense|independence day|mothership,67000,http://www.imdb.com/title/tt1628841/?ref_=fn_tt_tt_1,520,English
18000,USA,288,255,759,98,America Ferrera,953,217387997,Dean DeBlois,Color,Craig Ferguson,How to Train Your Dragon ,2010,Adventure|Animation|Family|Fantasy,Gerard Butler,165000000,dragon|island|training|viking|village,33000,http://www.imdb.com/title/tt0892769/?ref_=fn_tt_tt_1,492,English
648,USA,280,84,191,109,M.C. Gainey,284,150350192,Jonathan Mostow,Color,Carolyn Hennesy,Terminator 3: Rise of the Machines ,2003,Action|Sci-Fi,Nick Stahl,200000000,drifter|exploding truck|future|machine|skynet,0,http://www.imdb.com/title/tt0181852/?ref_=fn_tt_tt_1,1676,English
14000,USA,653,571,3000,121,Vin Diesel,14000,333130696,James Gunn,Color,Djimon Hounsou,Guardians of the Galaxy ,2014,Action|Adventure|Sci-Fi,Bradley Cooper,170000000,bounty hunter|outer space|raccoon|talking animal|tree,96000,http://www.imdb.com/title/tt2015381/?ref_=fn_tt_tt_1,1097,English
11000,USA,712,22000,6000,169,Anne Hathaway,11000,187991439,Christopher Nolan,Color,Mackenzie Foy,Interstellar ,2014,Adventure|Drama|Sci-Fi,Matthew McConaughey,165000000,black hole|father daughter relationship|saving the world|space travel|wormhole,349000,http://www.imdb.com/title/tt0816692/?ref_=fn_tt_tt_1,2725,English
29000,USA,642,22000,23000,148,Tom Hardy,27000,292568851,Christopher Nolan,Color,Joseph Gordon-Levitt,Inception ,2010,Action|Adventure|Sci-Fi|Thriller,Leonardo DiCaprio,160000000,ambiguous ending|corporate espionage|dream|subconscious|thief,175000,http://www.imdb.com/title/tt1375666/?ref_=fn_tt_tt_1,2803,English
544,Japan,1,28,12,120,Shin'ya Tsukamoto,106,,Hideaki Anno,Color,Atsuko Maeda,Godzilla Resurgence ,2016,Action|Adventure|Drama|Horror|Sci-Fi,Mark Chinnery,,blood|godzilla|monster|sequel,0,http://www.imdb.com/title/tt4262980/?ref_=fn_tt_tt_1,13,Japanese
5000,USA,645,0,773,182,Adam Brown,972,303001229,Peter Jackson,Color,James Nesbitt,The Hobbit: An Unexpected Journey ,2012,Adventure|Fantasy,Aidan Turner,180000000,dragon|dwarf|hobbit|orc|wizard,166000,http://www.imdb.com/title/tt0903624/?ref_=fn_tt_tt_1,1367,English
23000,USA,187,357,4000,106,Vin Diesel,14000,144512310,Rob Cohen,Color,Jordana Brewster,The Fast and the Furious ,2001,Action|Crime|Thriller,Paul Walker,38000000,eighteen wheeler|illegal street racing|truck|trucker|undercover cop,14000,http://www.imdb.com/title/tt0232500/?ref_=fn_tt_tt_1,988,English
11000,USA,362,21000,918,166,Jason Flemyng,1000,127490802,David Fincher,Color,Julia Ormond,The Curious Case of Benjamin Button ,2008,Drama|Fantasy|Romance,Brad Pitt,150000000,deformed baby|diary|lingerie slip|older man younger woman relationship|premature aging,23000,http://www.imdb.com/title/tt0421715/?ref_=fn_tt_tt_1,822,English
34000,USA,500,905,1000,132,Michael Fassbender,13000,146405371,Matthew Vaughn,Color,Oliver Platt,X-Men: First Class ,2011,Action|Adventure|Sci-Fi,Jennifer Lawrence,160000000,cia|cia agent|mutant|nuclear war|professor,54000,http://www.imdb.com/title/tt1270798/?ref_=fn_tt_tt_1,698,English
34000,USA,389,508,14000,137,Philip Seymour Hoffman,22000,281666058,Francis Lawrence,Color,Josh Hutcherson,The Hunger Games: Mockingjay - Part 2 ,2015,Adventure|Sci-Fi,Jennifer Lawrence,160000000,death of sister|dystopia|execution|rebellion|revolution,38000,http://www.imdb.com/title/tt1951266/?ref_=fn_tt_tt_1,383,English
12000,USA,235,226,370,109,Omar Benson Miller,418,63143812,Jon Turteltaub,Color,Robert Capron,The Sorcerer's Apprentice ,2010,Action|Adventure|Family|Fantasy,Nicolas Cage,150000000,chosen one|enchanted object|love|spell|training,11000,http://www.imdb.com/title/tt0963966/?ref_=fn_tt_tt_1,238,English
87000,USA,231,249,702,98,Mike Vogel,2000,60655503,Wolfgang Petersen,Color,Andre Braugher,Poseidon ,2006,Action|Adventure|Drama|Thriller,Jimmy Bennett,160000000,cruise|escape|ocean|passenger|water,0,http://www.imdb.com/title/tt0409182/?ref_=fn_tt_tt_1,629,English
40000,USA,218,33,11000,113,Alan Rickman,25000,76846624,James Bobin,Color,Anne Hathaway,Alice Through the Looking Glass ,2016,Adventure|Family|Fantasy,Johnny Depp,170000000,clock|dark fantasy|mad hatter|queen|sequel,30000,http://www.imdb.com/title/tt2567026/?ref_=fn_tt_tt_1,131,English
3000,USA,227,50,692,93,Eric Idle,795,320706665,Chris Miller,Color,Rupert Everett,Shrek the Third ,2007,Adventure|Animation|Comedy|Family|Fantasy,Justin Timberlake,160000000,disney spoof|fairy tale|prince|princess|tough guy,0,http://www.imdb.com/title/tt0413267/?ref_=fn_tt_tt_1,326,English
3000,USA,275,0,648,123,Callum Rennie,716,46978995,Duncan Jones,Color,Ruth Negga,Warcraft ,2016,Action|Adventure|Fantasy,Dominic Cooper,160000000,based on video game|fictional language|fictional war|orc|sword and sorcery,89000,http://www.imdb.com/title/tt0803096/?ref_=fn_tt_tt_1,781,English
24000,USA,474,230,2000,126,Emilia Clarke,10000,89732035,Alan Taylor,Color,Matt Smith,Terminator Genisys ,2015,Action|Adventure|Sci-Fi,J.K. Simmons,155000000,alternate timeline|cyborg|future|robot|time machine,82000,http://www.imdb.com/title/tt1340138/?ref_=fn_tt_tt_1,867,English
531,USA,228,150,59,113,Shane Rangi,82,104383624,Michael Apted,Color,Laura Brent,The Chronicles of Narnia: The Voyage of the Dawn Treader ,2010,Adventure|Family|Fantasy,Bruce Spence,155000000,dragon|king|mouse|quest|warrior,11000,http://www.imdb.com/title/tt0980970/?ref_=fn_tt_tt_1,227,English
3000,USA,191,0,691,184,Jaime King,961,198539855,Michael Bay,Black and White,Mako,Pearl Harbor ,2001,Action|Drama|History|Romance|War,Jennifer Garner,140000000,air raid|black smoke|japanese military|japanese navy|sunday,0,http://www.imdb.com/title/tt0213149/?ref_=fn_tt_tt_1,1999,English
662,USA,396,0,581,144,Michael O'Neill,599,318759914,Michael Bay,Color,Kevin Dunn,Transformers ,2007,Action|Adventure|Sci-Fi,Zack Ward,150000000,alien contact|autobot|decepticon|robot vs. robot|teenage hero,8000,http://www.imdb.com/title/tt0418279/?ref_=fn_tt_tt_1,1782,English
12000,Germany,248,0,591,206,Angelina Jolie Pitt,11000,34293771,Oliver Stone,Color,Brian Blessed,Alexander ,2004,Action|Adventure|Biography|Drama|History|Romance|War,Anthony Hopkins,155000000,ancient greece|conquest|greek|greek myth|king,0,http://www.imdb.com/title/tt0346491/?ref_=fn_tt_tt_1,1390,English
21000,UK,329,282,687,138,Daniel Radcliffe,11000,292000866,David Yates,Color,Fiona Shaw,Harry Potter and the Order of the Phoenix ,2007,Adventure|Family|Fantasy|Mystery,Robert Pattinson,150000000,battle|magic|school|teacher|wizard,0,http://www.imdb.com/title/tt0373889/?ref_=fn_tt_tt_1,1108,English
21000,UK,295,179,10000,157,Daniel Radcliffe,11000,289994397,Mike Newell,Color,Rupert Grint,Harry Potter and the Goblet of Fire ,2005,Adventure|Family|Fantasy|Mystery,Robert Pattinson,150000000,fire|goblet|magic|tournament|wizard,0,http://www.imdb.com/title/tt0330373/?ref_=fn_tt_tt_1,1896,English
10000,USA,318,532,979,102,Charlize Theron,9000,227946274,Peter Berg,Color,Eddie Marsan,Hancock ,2008,Action|Drama,Will Smith,150000000,bully comeuppance|destruction|prison|superhero|tough girl,0,http://www.imdb.com/title/tt0448157/?ref_=fn_tt_tt_1,590,English
10000,USA,323,508,558,104,Alice Braga,1000,256386216,Francis Lawrence,Color,Willow Smith,I Am Legend ,2007,Drama|Horror|Sci-Fi,Will Smith,150000000,new york city|pandemic|post apocalypse|survivalist|virus,11000,http://www.imdb.com/title/tt0480249/?ref_=fn_tt_tt_1,1413,English
40000,USA,276,13000,588,115,Christopher Lee,16000,206456431,Tim Burton,Color,David Kelly,Charlie and the Chocolate Factory ,2005,Adventure|Comedy|Family|Fantasy,Johnny Depp,150000000,chocolate|diminution|miniaturization|physical flexability|ticket,0,http://www.imdb.com/title/tt0367594/?ref_=fn_tt_tt_1,1361,English
1000,USA,318,663,954,111,John Ratzenberger,1000,206435493,Brad Bird,Color,Brian Dennehy,Ratatouille ,2007,Animation|Comedy|Family|Fantasy,Janeane Garofalo,150000000,chef|food|french|rat|restaurant,10000,http://www.imdb.com/title/tt0382932/?ref_=fn_tt_tt_1,626,English
23000,USA,478,22000,11000,128,Liam Neeson,14000,205343774,Christopher Nolan,Color,Morgan Freeman,Batman Begins ,2005,Action|Adventure,Christian Bale,150000000,armored car|gangster|gotham|mixed martial arts|social decay,15000,http://www.imdb.com/title/tt0372784/?ref_=fn_tt_tt_1,2685,English
1000,USA,167,35,436,89,Jada Pinkett Smith,851,179982968,Eric Darnell,Color,Cedric the Entertainer,Madagascar: Escape 2 Africa ,2008,Action|Adventure|Animation|Comedy|Family,Bernie Mac,150000000,africa|madagascar|new york city|sequel|zoo,0,http://www.imdb.com/title/tt0479952/?ref_=fn_tt_tt_1,119,English
49000,USA,185,189,1000,105,Rami Malek,3000,177243721,Shawn Levy,Color,Steve Coogan,Night at the Museum: Battle of the Smithsonian ,2009,Adventure|Comedy|Family|Fantasy,Robin Williams,150000000,hdtv|motorcycle|museum|security guard|tyrannosaurus rex,2000,http://www.imdb.com/title/tt1078912/?ref_=fn_tt_tt_1,209,English
20000,USA,350,151,2000,119,Ryan Reynolds,16000,179883016,Gavin Hood,Color,Dominic Monaghan,X-Men Origins: Wolverine ,2009,Action|Adventure|Fantasy|Sci-Fi|Thriller,Hugh Jackman,150000000,army|civil war|claw fight|commando|wolverine the character,0,http://www.imdb.com/title/tt0458525/?ref_=fn_tt_tt_1,641,English
309,Australia,245,0,233,129,Collin Chou,269,139259759,Lana Wachowski,Color,Nona Gaye,The Matrix Revolutions ,2003,Action|Sci-Fi,Essie Davis,150000000,battle|epic|fight|future|machine,0,http://www.imdb.com/title/tt0242653/?ref_=fn_tt_tt_1,2121,English
1000,USA,406,69,490,102,Maurice LaMarche,523,400736600,Chris Buck,Color,Livvy Stubenrauch,Frozen ,2013,Adventure|Animation|Comedy|Family|Fantasy|Musical,Josh Gad,150000000,magic|sister love|sister sister relationship|snow|snowman,58000,http://www.imdb.com/title/tt2294629/?ref_=fn_tt_tt_1,904,English
234,USA,275,0,30,138,Daniel Bernhardt,198,281492479,Lana Wachowski,Color,Helmut Bakaitis,The Matrix Reloaded ,2003,Action|Sci-Fi,Steve Bastoni,150000000,car motorcycle chase|one against many|oracle|prophecy|stylized violence,0,http://www.imdb.com/title/tt0234215/?ref_=fn_tt_tt_1,2789,English
26000,USA,486,230,12000,112,Natalie Portman,20000,206360018,Alan Taylor,Color,Anthony Hopkins,Thor: The Dark World ,2013,Action|Adventure|Fantasy,Chris Hemsworth,170000000,arrest|portal|thor|warrior|weapon,63000,http://www.imdb.com/title/tt1981115/?ref_=fn_tt_tt_1,532,English
27000,Australia,739,750,943,120,Charlize Theron,9000,153629485,George Miller,Color,Zoë Kravitz,Mad Max: Fury Road ,2015,Action|Adventure|Sci-Fi|Thriller,Tom Hardy,150000000,australia|desert|escape|on the run|post apocalypse,191000,http://www.imdb.com/title/tt1392190/?ref_=fn_tt_tt_1,1588,English
15000,USA,298,2000,294,146,Ayelet Zurer,745,133375846,Ron Howard,Color,Armin Mueller-Stahl,Angels & Demons ,2009,Mystery|Thriller,Tom Hanks,150000000,conclave|illuminati|murder|reference to bernini|reference to raphael,0,http://www.imdb.com/title/tt0808151/?ref_=fn_tt_tt_1,435,English
26000,USA,516,0,12000,115,Natalie Portman,20000,181015141,Kenneth Branagh,Color,Anthony Hopkins,Thor ,2011,Action|Adventure|Fantasy,Chris Hemsworth,150000000,battle|marvel cinematic universe|scientist|thor|throne,63000,http://www.imdb.com/title/tt0800369/?ref_=fn_tt_tt_1,738,English
17000,USA,225,59,699,96,Diedrich Bader,759,114053579,Byron Howard,Color,James Lipton,Bolt ,2008,Adventure|Animation|Comedy|Drama|Family,Chloë Grace Moretz,150000000,cat|dog|hamster|new york city|superpower,0,http://www.imdb.com/title/tt0397892/?ref_=fn_tt_tt_1,178,English
730,USA,145,12,182,88,Piper Mackenzie Harris,607,119420252,Hoyt Yeatman,Color,Niecy Nash,G-Force ,2009,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Kelli Garner,150000000,fbi director|guinea pig|household appliance|secret agent|talking mouse,0,http://www.imdb.com/title/tt0436339/?ref_=fn_tt_tt_1,90,English
14000,USA,310,473,502,99,Edgar Ramírez,897,83640426,Jonathan Liebesman,Color,Lily James,Wrath of the Titans ,2012,Action|Adventure|Fantasy,Liam Neeson,150000000,ares|hades|titan|underworld|zeus,19000,http://www.imdb.com/title/tt1646987/?ref_=fn_tt_tt_1,253,English
40000,USA,526,13000,16000,113,Chloë Grace Moretz,17000,79711678,Tim Burton,Color,Christopher Lee,Dark Shadows ,2012,Comedy|Fantasy|Horror,Johnny Depp,100000000,camera shot of feet|cartoon on tv|female stockinged feet|female stockinged soles|foot closeup,82000,http://www.imdb.com/title/tt1077368/?ref_=fn_tt_tt_1,479,English
10000,China,465,188,641,131,Jeremy Renner,10000,195000874,Christopher McQuarrie,Color,Sean Harris,Mission: Impossible - Rogue Nation ,2015,Action|Adventure|Thriller,Tom Cruise,150000000,capture|computer hacker|mission|rogue agent|spy,47000,http://www.imdb.com/title/tt2381249/?ref_=fn_tt_tt_1,440,English
12000,USA,357,394,162,119,Simon Merrells,490,61937495,Joe Johnston,Color,Art Malik,The Wolfman ,2010,Drama|Fantasy|Horror|Thriller,Anthony Hopkins,150000000,asylum|death|full moon|transformation|werewolf,0,http://www.imdb.com/title/tt0780653/?ref_=fn_tt_tt_1,432,English
2000,USA,194,58,826,91,Oprah Winfrey,852,126597121,Steve Hickner,Color,Rip Torn,Bee Movie ,2007,Adventure|Animation|Comedy|Family,Matthew Broderick,150000000,bee|dream sequence|egg|scatological humor|squashed bug,0,http://www.imdb.com/title/tt0389790/?ref_=fn_tt_tt_1,206,English
11000,USA,284,90,15,90,Gary Oldman,10000,165230261,Jennifer Yuh Nelson,Color,Mike Bell,Kung Fu Panda 2 ,2011,Action|Adventure|Animation|Comedy|Family,Angelina Jolie Pitt,150000000,china|kung fu|panda|peacock|tigress,20000,http://www.imdb.com/title/tt1302011/?ref_=fn_tt_tt_1,209,English
1000,USA,280,0,346,103,Noah Ringer,756,131564731,M. Night Shyamalan,Color,Aasif Mandvi,The Last Airbender ,2010,Action|Adventure|Family|Fantasy,Seychelle Gabriel,150000000,avatar|fire|kingdom|tribe|water,18000,http://www.imdb.com/title/tt0938283/?ref_=fn_tt_tt_1,1382,English
22000,USA,310,14000,979,124,Tom Cruise,10000,133382309,J.J. Abrams,Color,Eddie Marsan,Mission: Impossible III ,2006,Action|Adventure|Thriller,Philip Seymour Hoffman,150000000,arms dealer|fictional government agency|mission|rescue|vatican,0,http://www.imdb.com/title/tt0317919/?ref_=fn_tt_tt_1,871,English
17000,USA,339,776,256,131,Jake Weber,551,73103784,Roland Emmerich,Color,Matt Craven,White House Down ,2013,Action|Drama|Thriller,Channing Tatum,150000000,black u.s. president|president|secret service|tour|white house,33000,http://www.imdb.com/title/tt2334879/?ref_=fn_tt_tt_1,434,English
921,USA,132,25,433,88,Dan Fogler,562,21379315,Simon Wells,Color,Tom Everett Scott,Mars Needs Moms ,2011,Action|Adventure|Animation|Comedy|Family|Sci-Fi,Elisabeth Harnois,150000000,boy|martian|rescue|robot|sexism,0,http://www.imdb.com/title/tt1305591/?ref_=fn_tt_tt_1,112,English
20000,UK,135,42,586,85,Kate Winslet,14000,64459316,David Bowers,Color,David Suchet,Flushed Away ,2006,Adventure|Animation|Comedy|Family,Hugh Jackman,149000000,boat|frog|rat|sewer|toad,0,http://www.imdb.com/title/tt0424095/?ref_=fn_tt_tt_1,122,English
20000,USA,256,456,394,111,Cara Delevingne,554,34964818,Joe Wright,Color,Nonso Anozie,Pan ,2015,Adventure|Family|Fantasy,Hugh Jackman,150000000,1940s|child hero|fantasy world|orphan|reference to peter pan,24000,http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1,186,English
3000,USA,196,50,517,92,Zach Callison,1000,111505642,Rob Minkoff,Color,Karan Brar,Mr. Peabody & Sherman ,2014,Adventure|Animation|Comedy|Family|Sci-Fi,Ty Burrell,145000000,dog|father son relationship|inventor|talking dog|time travel,11000,http://www.imdb.com/title/tt0864835/?ref_=fn_tt_tt_1,130,English
11000,USA,220,249,844,196,Orlando Bloom,5000,133228348,Wolfgang Petersen,Color,Julian Glover,Troy ,2004,Adventure,Brad Pitt,175000000,greek|mythology|prince|trojan|troy,0,http://www.imdb.com/title/tt0332452/?ref_=fn_tt_tt_1,1694,English
851,USA,211,35,436,93,Martin Short,770,216366733,Eric Darnell,Color,Cedric the Entertainer,Madagascar 3: Europe's Most Wanted ,2012,Adventure|Animation|Comedy|Family,Jada Pinkett Smith,145000000,animal|circus|island name in title|lemur|penguin,17000,http://www.imdb.com/title/tt1277953/?ref_=fn_tt_tt_1,154,English
769,UK,264,93,746,133,Colin Salmon,766,160201106,Lee Tamahori,Black and White,Rick Yune,Die Another Day ,2002,Action|Adventure|Thriller,Toby Stephens,142000000,catfight|clinic|colonel|diamond|patricide,0,http://www.imdb.com/title/tt0246460/?ref_=fn_tt_tt_1,1185,English
783,USA,464,176,322,116,Kate McKinnon,370,118099659,Paul Feig,Color,Zach Woods,Ghostbusters ,2016,Action|Comedy|Fantasy|Sci-Fi,Ed Begley Jr.,144000000,ghost|ghostbuster|ghostbusters|male objectification|reboot,62000,http://www.imdb.com/title/tt1289401/?ref_=fn_tt_tt_1,1211,English
13000,USA,167,0,537,153,Steve Buscemi,12000,201573391,Michael Bay,Color,Will Patton,Armageddon ,1998,Action|Adventure|Sci-Fi|Thriller,Bruce Willis,140000000,asteroid|astronaut|bomb|meteorite|outer space,11000,http://www.imdb.com/title/tt0120591/?ref_=fn_tt_tt_1,1171,English
10000,USA,208,188,826,88,Rosario Dawson,3000,190418803,Barry Sonnenfeld,Color,Rip Torn,Men in Black II ,2002,Action|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi,Will Smith,140000000,alien|lingerie|lingerie model|m.i.b.|pug,2000,http://www.imdb.com/title/tt0120912/?ref_=fn_tt_tt_1,606,English
18000,USA,287,0,964,115,Anthony Hopkins,12000,82161969,Robert Zemeckis,Color,Sebastian Roché,Beowulf ,2007,Action|Adventure|Animation|Fantasy,Robin Wright,150000000,creature|demon|king|reward|warrior,3000,http://www.imdb.com/title/tt0442933/?ref_=fn_tt_tt_1,505,English
24000,USA,210,5,967,95,Angelina Jolie Pitt,11000,143523463,Alessandro Carloni,Color,Wayne Knight,Kung Fu Panda 3 ,2016,Action|Adventure|Animation|Comedy|Family,J.K. Simmons,145000000,china|kung fu|panda|pig|village,24000,http://www.imdb.com/title/tt2267968/?ref_=fn_tt_tt_1,145,English
10000,USA,432,663,690,133,Jeremy Renner,10000,209364921,Brad Bird,Color,Michael Nyqvist,Mission: Impossible - Ghost Protocol ,2011,Action|Adventure|Thriller,Tom Cruise,145000000,dubai|kremlin|race against time|russian|terrorist,35000,http://www.imdb.com/title/tt1229238/?ref_=fn_tt_tt_1,512,English
20000,USA,256,52,161,97,Kamil McFadden,315,103400692,Peter Ramsey,Color,Khamani Griffin,Rise of the Guardians ,2012,Adventure|Animation|Family|Fantasy,Hugh Jackman,145000000,belief|box office hit|children|new york city|tooth,25000,http://www.imdb.com/title/tt1446192/?ref_=fn_tt_tt_1,174,English
957,USA,135,23,233,90,Richard Burgi,550,110332737,Dean Parisot,Color,David Herman,Fun with Dick and Jane ,2005,Comedy|Crime,John Michael Higgins,100000000,animal abuse|ceo|heist|suburb|unemployment,2000,http://www.imdb.com/title/tt0369441/?ref_=fn_tt_tt_1,258,English
